Sample ID,Cattle Tag Number,Biorepository Number,USNM Number,Country,Region,Site,Sampling Date,Latitude,Longitude,Set,STRI,RSMAS,ANALYSIS,PANAMA_MANUSCRIPT,REPLICATE,SINGLETON,Region:Site,haplotype,mtorf_type,Species
Gorgona_69,69,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Azufrada S,IV,Type 1a,P. grandis
Gorgona_70,70,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Azufrada S,IV,Type 1a,P. grandis
Gorgona_71,71,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Azufrada S,IV,Type 1a,P. grandis
Gorgona_72,72,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Azufrada S,IV,Type 1a,P. grandis
Gorgona_73,73,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Azufrada S,I,Type 3a,P. verrucosa 3a
Gorgona_74,74,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Azufrada S,IV,Type 1a,P. grandis
Gorgona_75,75,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Azufrada S,I,Type 3a,P. verrucosa 3a
Gorgona_76,76,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Azufrada S,I,Type 3a,P. verrucosa 3a
Gorgona_77,77,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Azufrada S,IV,Type 1a,P. grandis
Gorgona_121,121,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_123,123,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_124,124-Li,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,I,Type 3a,P. verrucosa 3a
Gorgona_125,125,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_126,126,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_127,127,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_128,128,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_129,129,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_130,130-li,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,I,Type 3a,P. verrucosa 3a
Gorgona_131,131,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,NA,NA,P. grandis
Gorgona_132,132,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,I,Type 3a,P. verrucosa 3a
Gorgona_134,134,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_135,135,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_142,142,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_143,143,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_144,144,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_145,145,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_146,146,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_147,147,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,IV,Type 1a,P. grandis
Gorgona_149,149,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Playa Blanca S,I,Type 3a,P. verrucosa 3a
Gorgona_150,150,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Gorgona:Playa Blanca S,NA,NA,NA
Gorgona_151,151,NA,NA,Colombia,Gorgona,Playa Blanca S,,2.92975,-78.20268,AMP,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Gorgona:Playa Blanca S,NA,NA,NA
Gorgona_166,166,NA,NA,Colombia,Gorgona,La Ventana S Int,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:La Ventana S Int,IV,Type 1a,P. grandis
Gorgona_167,167,NA,NA,Colombia,Gorgona,La Ventana S Int,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:La Ventana S Int,IV,Type 1a,P. grandis
Gorgona_168,168,NA,NA,Colombia,Gorgona,La Ventana S Int,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Gorgona:La Ventana S Int,IV,Type 1a,P. grandis
Gorgona_171,171,NA,NA,Colombia,Gorgona,La Ventana S Int,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:La Ventana S Int,IV,Type 1a,P. grandis
Gorgona_173,173,NA,NA,Colombia,Gorgona,La Ventana S Int,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:La Ventana S Int,IV,Type 1a,P. grandis
Gorgona_179,179,NA,NA,Colombia,Gorgona,La Ventana N Ext,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:La Ventana N Ext,IV,Type 1a,P. grandis
Gorgona_180,180,NA,NA,Colombia,Gorgona,La Ventana N Ext,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:La Ventana N Ext,IV,Type 1a,P. grandis
Gorgona_181,181,NA,NA,Colombia,Gorgona,La Ventana N Ext,,2.92975,-78.20268,AMP,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Gorgona:La Ventana N Ext,NA,NA,NA
Gorgona_78,78,NA,NA,Colombia,Gorgona,Azufrada S,,2.92975,-78.20268,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Gorgona:Azufrada S,IV,Type 1a,P. grandis
Secas_299,299-1,NA,NA,Panama,Chiriqui,Secas,,7.958645,-82.015012,AMP,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Chiriqui:Secas,IV,Type 1a,P. grandis
Secas_302,302-1,NA,NA,Panama,Chiriqui,Secas,,7.958645,-82.015012,AMP,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Chiriqui:Secas,IV,Type 1a,P. grandis
Secas_303,303-1,NA,NA,Panama,Chiriqui,Secas,,7.958645,-82.015012,AMP,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Chiriqui:Secas,IV,Type 1a,P. grandis
Secas_304,305-1,NA,NA,Panama,Chiriqui,Secas,,7.958645,-82.015012,AMP,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Chiriqui:Secas,IV,Type 1a,P. grandis
Floreana_473,473,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Darwin_539,539,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_563,563,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_548,548,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_558,558,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_563b,563,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_576,576,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_617,617,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_534,534,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. meandrina
Darwin_553,553,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. meandrina
Floreana_567,No tag,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,AMP,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Galapagos Central:Floreana,NA,NA,NA
Floreana_581,No tag,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Floreana_584,No tag,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Floreana_589,No tag,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Floreana_590,No tag,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Darwin_556,556,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_594,594,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_549,549,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_550,550,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_551,551,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_557,557,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_564,564,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_567,567,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_584,584,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_589,589,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Galapagos Northern:Darwin,NA,NA,NA
Darwin_591,591,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,AMP,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_1A,1A,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_2A,2A,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_3A,3A,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_4A,4A,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Darwin_5A,5A,NA,NA,Ecuador,Galapagos Northern,Darwin,,1.67211,-91.999483,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Darwin,IV,Type 1a,P. grandis
Espanola_1A,1A,NA,NA,Ecuador,Galapagos Central,Espanola,,-1.35207,-89.6548,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Espanola,IV,Type 1a,P. grandis
Espanola_2A,2A,NA,NA,Ecuador,Galapagos Central,Espanola,,-1.35207,-89.6548,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Espanola,IV,Type 1a,P. grandis
Espanola_3A,3A,NA,NA,Ecuador,Galapagos Central,Espanola,,-1.35207,-89.6548,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Espanola,IV,Type 1a,P. grandis
Espanola_4A,4A,NA,NA,Ecuador,Galapagos Central,Espanola,,-1.35207,-89.6548,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Espanola,IV,Type 1a,P. grandis
Espanola_5A,5A,NA,NA,Ecuador,Galapagos Central,Espanola,,-1.35207,-89.6548,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Espanola,IV,Type 1a,P. grandis
Floreana_1E,1E,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Floreana_2E,2E,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Floreana_3E,3E,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Floreana_4E,4E,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Floreana_5E,5E,NA,NA,Ecuador,Galapagos Central,Floreana,,-1.216193,-90.422824,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Floreana,IV,Type 1a,P. grandis
Isabela_1E,1E,NA,NA,Ecuador,Galapagos Central,Isabela,,-0.96667,-90.95225,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Isabela,I,Type 3a,P. verrucosa 3a
Isabela_2E,2E,NA,NA,Ecuador,Galapagos Central,Isabela,,-0.96667,-90.95225,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Isabela,I,Type 3a,P. verrucosa 3a
Isabela_3E,3E,NA,NA,Ecuador,Galapagos Central,Isabela,,-0.96667,-90.95225,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Isabela,I,Type 3a,P. verrucosa 3a
Isabela_4E,4E,NA,NA,Ecuador,Galapagos Central,Isabela,,-0.96667,-90.95225,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Isabela,I,Type 3a,P. verrucosa 3a
Isabela_7A,7A,NA,NA,Ecuador,Galapagos Central,Isabela,,-0.96667,-90.95225,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Isabela,I,Type 3a,P. verrucosa 3a
SantaCruz_1A,1A,NA,NA,Ecuador,Galapagos Central,San Cristobal,,-0.71281,-89.24040771,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:San Cristobal,I,Type 3a,P. verrucosa 3a
SantaCruz_2A,2A,NA,NA,Ecuador,Galapagos Central,San Cristobal,,-0.71281,-89.24040771,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:San Cristobal,I,Type 3a,P. verrucosa 3a
SantaCruz_3A,3A,NA,NA,Ecuador,Galapagos Central,San Cristobal,,-0.71281,-89.24040771,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:San Cristobal,I,Type 3a,P. verrucosa 3a
SantaCruz_4A,4A,NA,NA,Ecuador,Galapagos Central,San Cristobal,,-0.71281,-89.24040771,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:San Cristobal,I,Type 3a,P. verrucosa 3a
SantaCruz_5A,5A,NA,NA,Ecuador,Galapagos Central,San Cristobal,,-0.71281,-89.24040771,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:San Cristobal,I,Type 3a,P. verrucosa 3a
SanCristobal_1A,1A,NA,NA,Ecuador,Galapagos Central,Santa Cruz,,-0.758707,-90.30522,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Central:Santa Cruz,IV,Type 1a,P. grandis
SanCristobal_2A,2A,NA,NA,Ecuador,Galapagos Central,Santa Cruz,,-0.758707,-90.30522,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Santa Cruz,IV,Type 1a,P. grandis
SanCristobal_3A,3A,NA,NA,Ecuador,Galapagos Central,Santa Cruz,,-0.758707,-90.30522,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Santa Cruz,IV,Type 1a,P. grandis
SanCristobal_4A,4A,NA,NA,Ecuador,Galapagos Central,Santa Cruz,,-0.758707,-90.30522,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Santa Cruz,IV,Type 1a,P. grandis
SanCristobal_5A,5A,NA,NA,Ecuador,Galapagos Central,Santa Cruz,,-0.758707,-90.30522,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Central:Santa Cruz,NA,NA,P. grandis
Wolf_1E,1E,NA,NA,Ecuador,Galapagos Northern,Wolf,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Wolf,IV,Type 1a,P. grandis
Wolf_2E,2E,NA,NA,Ecuador,Galapagos Northern,Wolf,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Wolf,IV,Type 1a,P. grandis
Wolf_3E,3E,NA,NA,Ecuador,Galapagos Northern,Wolf,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Northern:Wolf,IV,Type 1a,P. grandis
Wolf_4E,4E,NA,NA,Ecuador,Galapagos Northern,Wolf,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Wolf,IV,Type 1a,P. grandis
Wolf_5E,5E,NA,NA,Ecuador,Galapagos Northern,Wolf,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Wolf,NA,NA,P. grandis
Wolf2_1E,1E,NA,NA,Ecuador,Galapagos Northern,Wolf2,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Galapagos Northern:Wolf2,IV,Type 1a,P. grandis
Wolf2_2E,2E,NA,NA,Ecuador,Galapagos Northern,Wolf2,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Wolf2,IV,Type 1a,P. grandis
Wolf2_3E,3E,NA,NA,Ecuador,Galapagos Northern,Wolf2,,1.38396,-91.82057,USFQ_CSUMB,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Galapagos Northern:Wolf2,IV,Type 1a,P. grandis
